"strain_id","X1","X2","X3","X4","X5","X6"
"s196",0.399049706131878,0.419560375100271,0.314883802509328,0.707363515080029,0.768654445266299,0.763805522150999
"s196",0.404348455232468,0.357543047222624,0.402430566066454,0.652439422044091,0.79718955080636,0.695351474832103
"s196",0.378071361834743,0.40458642044647,0.372740770208136,0.711138460324315,0.753666706891976,0.69725146858111
"s196",0.424408704696728,0.45124931490417,0.397311844274491,0.61529558551494,0.763426015810749,0.728884492061342
"s196",0.397337053995406,0.383311543903998,0.375938524105175,0.606716894730526,0.751798993148914,0.658436449351801
"s196",0.408414634414622,0.352387908301437,0.453702246292338,0.597441224859605,0.747200727720479,0.702503073874575
"s196",0.389627234926591,0.421515475026344,0.396275024140312,0.641352379794394,0.783808260029784,0.670210042534995
"s116",0.362938719265433,0.28851565283593,0.450051576584053,0.599404741239367,0.67672310024831,0.622137392519769
"s116",0.394677483429827,0.290451493417675,0.539029950142717,0.560881301433431,0.609750480287895,0.729526423686025
"s116",0.35816624872311,0.304946995522272,0.539849461526653,0.638143248184231,0.671957457392954,0.622681066861479
"s116",0.379074767851088,0.281374255746388,0.50567531962162,0.574687664047003,0.631155991882855,0.638662288409592
"s116",0.365997984683672,0.230356201919331,0.496919432880869,0.619913808574318,0.631452703131639,0.603871311825818
"s116",0.369655933587117,0.335338507036221,0.544574952999774,0.631559884969738,0.636112774577526,0.705464272545965
"s116",0.385494518448975,0.310588086050637,0.446106762217762,0.563061856800572,0.662595415058917,0.566486788528321
"s116",0.344052739514929,0.265699796682915,0.512511934271783,0.608452309903507,0.654140274914229,0.69166431185087
"s85",0.571335103129162,0.373702503686579,0.06403067917298,0.593535913049424,0.737739084807134,0.513503236895392
"s85",0.555879471331223,0.34035783478053,0.144683142973887,0.672334375885993,0.74178439627678,0.459098273662753
"s85",0.587169660805183,0.357813733791576,0.181685423783329,0.558514651714894,0.72062078145028,0.553441328874253
"s85",0.58312622741989,0.339551430817272,0.0721066850237068,0.665173487815857,0.744241634285307,0.511106907019166
"s85",0.56537588065318,0.361587630175796,0.0875434268944111,0.645768356832714,0.72753146697885,0.499412493649648
"s85",0.566610598984336,0.365078472510284,0.00851882630475126,0.698678649085435,0.751615097197006,0.629872559771918
"s85",0.547427095768079,0.2914994099405,0.148889744913792,0.647389384215883,0.739492792418108,0.511125181590573
"s85",0.542630493790098,0.3510212028079,0.0661153199455513,0.689321922537394,0.702265566521953,0.573095928771675
"s93",0.368568504057641,0.506833691263836,0.421559300893587,0.550722671947539,0.637594855968422,0.464648912967777
"s93",0.377266909531221,0.477529200046044,0.454310506060875,0.564572751831206,0.669135730612058,0.411426567874892
"s93",0.391288011505232,0.513089474476645,0.423603912052933,0.568932004267113,0.64404658026992,0.474578584791494
"s93",0.378370048115129,0.50240832332188,0.422402733424949,0.483610465862117,0.615882875449815,0.427270771948078
"s93",0.38936602584514,0.477352889803955,0.515492243213297,0.538476785572963,0.64848553853358,0.474677978906747
"s93",0.35781941341084,0.497183621175282,0.51352062685334,0.543136406535752,0.624731627514944,0.324964350778435
"s93",0.361834423545745,0.452152940284923,0.559694641153764,0.610090391419436,0.649144373709489,0.414916740399965
"s93",0.365639930821179,0.508350255996665,0.487037274204012,0.569439175267593,0.674609616126001,0.438764998798597
"s109",0.37172396748202,0.405746361512654,0.693345608104153,0.876327459732117,0.702309713601362,0.467307980365738
"s109",0.360124066323622,0.335394341597117,0.671536148757427,0.826755219991642,0.707940606034379,0.373209051309991
"s109",0.316270163220612,0.430772127633218,0.565113212767589,0.840436284604051,0.678879477803471,0.435686487542364
"s109",0.341796403231163,0.350406547141258,0.627977491053547,0.8420490787772,0.716152782136705,0.353410121077388
"s109",0.333486848523361,0.390071119796807,0.654549995300895,0.868239684083597,0.697635928984805,0.380496715258051
"s109",0.353598929243406,0.377600039203824,0.613085379711526,0.907717480601873,0.741500423325214,0.310141321383519
"s109",0.361022296792909,0.391070026413357,0.633056522290659,0.917500114355567,0.691552051596383,0.389426534435867
"s109",0.375771181743682,0.414528342324265,0.60594047039012,0.895742374193044,0.705597322268006,0.430014088677535
"s42",0.335133282815506,0.205026781160327,0.257768693333159,0.58729596603676,0.804256988010237,0.320447527475955
"s42",0.351514118228127,0.175665111696382,0.1974566065129,0.576363519785817,0.789498122319152,0.409223801427274
"s42",0.323150227187695,0.183992622430249,0.21779089599195,0.613496350474747,0.796184702035678,0.420286102269474
"s42",0.38525424268477,0.186786179522984,0.347325660136496,0.53813580068849,0.777161268098591,0.384744968840858
"s42",0.372100168243915,0.190403382540433,0.292181550586224,0.562813259167617,0.820523242162025,0.382758813583013
"s42",0.352720558838597,0.175357127043481,0.141096747076911,0.605077701203941,0.774211774516908,0.414190700231108
"s42",0.344298589525289,0.171615157182915,0.322035307133616,0.550610264082698,0.747660158319623,0.289944768866768
"s42",0.38044197360165,0.186490319127921,0.330682354489866,0.569166323998812,0.793586226199552,0.425711460998232
"s386",0.49188531703,0.570493974519812,0.500680546449827,0.470531627070663,0.490687746822742,0.665798708589153
"s386",0.474464888130629,0.520609989924063,0.468171691107778,0.463629551291268,0.458608451543845,0.613178070812084
"s386",0.500657229265021,0.572582872622148,0.565643861359943,0.437415415922208,0.485586083252529,0.610220720742434
"s386",0.516304826376562,0.528550464601663,0.616347655793821,0.464947175782746,0.49782377255353,0.655219582262188
"s386",0.511683961218111,0.58516319651209,0.509521976764881,0.46684694779197,0.518883010820628,0.641225398682902
"s386",0.492758931429714,0.558411923223017,0.476832270392176,0.445315991184851,0.496118856239677,0.656916059205208
"s386",0.516923682881603,0.577282383090328,0.471166912807305,0.443994857491075,0.475286234667641,0.623285828855962
"s386",0.519686759631152,0.561518139484337,0.603068921088564,0.442568100556575,0.560027439881366,0.645067652923378
"s264",0.433302540724608,0.28028056996673,0.367113240668946,0.410121169239112,0.544113422238916,0.433167376826671
"s264",0.448914050520419,0.348833086248952,0.324174722044233,0.416829979395065,0.572046707827653,0.414668959969626
"s264",0.46931090222277,0.34345437367818,0.29073155488979,0.414877325183692,0.56756553926444,0.370712324546961
"s264",0.448994024888024,0.307658302966085,0.465364038491027,0.439511666435129,0.5321050843434,0.465717264332673
"s264",0.479210862140031,0.311146651626786,0.362125614712331,0.385305654679387,0.598244283475036,0.497687974648685
"s264",0.464742909818637,0.3766643830644,0.226865382733381,0.41155869422775,0.571984244649426,0.370255163931784
"s264",0.453094005862364,0.352649555528712,0.297869891175997,0.368598463796006,0.5816409936684,0.445022654060712
"s264",0.451836086227179,0.323922763409001,0.415401561125772,0.476661358835843,0.564000105678182,0.414134320192534
"s417",0.484651967833769,0.66217819784323,0.348706238636591,0.227169380406724,0.72288870571771,0.51565442452826
"s417",0.502953377617439,0.619202729365793,0.361809213043274,0.288723774442387,0.737374605508853,0.589350811323999
"s417",0.506901055204598,0.634408780409707,0.388686040693232,0.225321441198283,0.740102724178612,0.455918099078677
"s417",0.50950650384051,0.661580894729655,0.234228902659925,0.301475279274246,0.755638171927618,0.598513975057909
"s417",0.511989511118417,0.657936003098057,0.324353572384648,0.182552688946307,0.735250369956495,0.562537124586574
"s417",0.494577142237504,0.614450425868171,0.32398906746544,0.206735141330266,0.712122559009565,0.627891026239173
"s417",0.501564706512283,0.633394267707472,0.245239191649505,0.272955421333402,0.726919122795474,0.496702199176627
"s417",0.515304386729714,0.638090570034458,0.294329402584862,0.232722754243419,0.716333395832398,0.545139853076895
"s344",0.475947538511625,0.481627685111416,0.518580535349756,0.532009345934121,0.6659131329922,0.663039346340785
"s344",0.469726615751977,0.473785163176999,0.464725883525398,0.495484817029655,0.603696000639671,0.58168175482793
"s344",0.451718007402558,0.513787618352832,0.536334840098119,0.570344836089104,0.643359685214444,0.549362672920915
"s344",0.482271437572293,0.496574721798997,0.519327270890726,0.57515329141986,0.678124291191304,0.629568375667192
"s344",0.457668253391348,0.481364601010932,0.509305627278897,0.518479167087717,0.65466297327432,0.578141152933236
"s344",0.408040487876952,0.511360201465536,0.52451645142363,0.570146568261869,0.622418657573502,0.601929335027477
"s344",0.429553322137596,0.481648330746312,0.444624036220538,0.506008628632636,0.624721834822953,0.591905905062179
"s344",0.451728733563027,0.416904217453422,0.568589527604678,0.525660036039674,0.604498306204682,0.595266203807069
"s266",0.368455026902017,0.66813045521803,0.443719658867959,0.628897490980206,0.511994427511329,0.558678772822251
"s266",0.371806266737477,0.737119695332602,0.444778327781367,0.597520549324225,0.501903753021328,0.683794876604236
"s266",0.417339652327107,0.641604418974134,0.456754914768,0.653943856412563,0.517298957706333,0.625743300485307
"s266",0.424450613016815,0.664007255285319,0.435878383841756,0.689343316812004,0.51375625164493,0.659352564760959
"s266",0.399905588796019,0.668731554541594,0.533544914540039,0.639771983104022,0.532429803340332,0.623876195377475
"s266",0.395556076973456,0.701756727605693,0.484328330637126,0.62507084652117,0.503519377291207,0.599982721917094
"s266",0.365951367820735,0.631382730654192,0.525652366377197,0.591416724967433,0.524786388584206,0.625703474767604
"s266",0.37639298640684,0.676704648289849,0.371949325496964,0.583483787449893,0.5691881904115,0.670252626228499
"s228",0.611244921199563,0.400169715244659,0.69289705747863,0.451260539388702,0.570486366169637,0.184118788223816
"s228",0.569632363508181,0.295733708725852,0.564435441235854,0.488136274447428,0.567365794846948,0.333823575302149
"s228",0.529671741591481,0.383717998434251,0.642102878981783,0.508549574057514,0.541698293384439,0.424292371769302
"s228",0.574486773930329,0.364244969481078,0.674781180133711,0.453803763774614,0.587908226638598,0.33015027673887
"s228",0.591707655774724,0.380969582070468,0.617148471966298,0.489635932831372,0.566718582043593,0.342687122442995
"s228",0.554488848377958,0.379053566887827,0.614231318304687,0.491445773429615,0.543911296143395,0.264684841968288
"s228",0.553210144958898,0.386629720908432,0.624001416580981,0.495378628781679,0.59614298470475,0.300641933296572
"s228",0.567636818046606,0.425757807237118,0.667186349231788,0.483414110467841,0.573125860241385,0.269441818250849
"s202",0.26340228430362,0.464684895040269,0.562395973817128,0.381861472292727,0.490628332768149,0.481379023546453
"s202",0.245339887454101,0.48841818502615,0.615075122088315,0.440280850582452,0.539515394885815,0.504552953063697
"s202",0.27633928486537,0.482061623873985,0.590281390043741,0.325395401958946,0.492731464053533,0.466784594564587
"s202",0.261441909766054,0.537450571215963,0.622381475520412,0.37754025698017,0.512552025259919,0.549368384640133
"s202",0.295544435100799,0.466670762407494,0.548377682110703,0.255920402730806,0.499798868984678,0.549687320761641
"s202",0.236402512254026,0.466891073071044,0.541950445177562,0.340749120571497,0.515084932093231,0.498575696135487
"s202",0.261213585656831,0.482528017317225,0.547569967713214,0.412649848359512,0.511760981172291,0.488287985765048
"s202",0.282231018330112,0.474885883292163,0.692724656935692,0.379893371989653,0.534712723624856,0.591089944268348
"s309",0.527357352142531,0.476262361406166,0.374141240186309,0.492128103341727,0.701398348078708,0.747251268874579
"s309",0.523024023901846,0.47628395316945,0.30617251105566,0.431865255433849,0.65270570600071,0.638256731093999
"s309",0.525907166837584,0.478361999896674,0.337686803735097,0.45543148788939,0.673345006663779,0.644126922183827
"s309",0.487218960343269,0.536227823384444,0.387649020921366,0.467016132975037,0.683384439675857,0.64867045825528
"s309",0.520766452027057,0.450124421520911,0.334247424128386,0.369196468646442,0.684060135391561,0.634096996157089
"s309",0.504603708240975,0.478806643184142,0.439667283647254,0.434643076221859,0.717143444622188,0.643393233105299
"s309",0.519281739007554,0.458419270139749,0.290170804869905,0.45344927696009,0.686080444078247,0.644358519529324
"s309",0.536123536802916,0.535571293956058,0.406039225033036,0.418560765222105,0.659403052435749,0.566535473312901
"s334",0.711595487773534,0.4628987536682,0.36501748152575,0.455801053003075,0.54303574443226,0.32010858874653
"s334",0.738878162353742,0.50511374866551,0.443393640587678,0.397255339086368,0.587146446709363,0.327393269524112
"s334",0.685501585335547,0.480567474550171,0.448869228678427,0.430712226914845,0.526082899009378,0.361887194022714
"s334",0.6767298738857,0.534384587555265,0.490183781304622,0.427676353399647,0.55156187774895,0.287212375279792
"s334",0.759309329794204,0.463769515096094,0.492430466510069,0.430811412792207,0.553922130791622,0.322411587428681
"s334",0.686344005322813,0.430727653125996,0.503485105064914,0.416841791482553,0.565934869026096,0.253639184935829
"s334",0.680557059932002,0.443573357684801,0.518047895486195,0.389094450785094,0.525705604177363,0.299284620561592
"s334",0.681892057538829,0.515211324969788,0.548729138159508,0.467835159850784,0.586912913763366,0.388977628869797
"s318",0.39772575035439,0.673966634746148,0.614303415964759,0.465715501375738,0.537395267497013,0.366344394660055
"s318",0.423014161986599,0.684868623802067,0.496383931713287,0.462324854134505,0.536424951680523,0.315896222990006
"s318",0.404984222535185,0.661179006165163,0.542038218447789,0.442124223477276,0.562312861003995,0.252952742163016
"s318",0.43044731431091,0.632680792565009,0.523599866077573,0.390727875102019,0.521787746671385,0.321399306706683
"s318",0.426312458760162,0.621793646300958,0.569067376170213,0.454674158576022,0.528950827124164,0.278772188156219
"s318",0.435902318548447,0.646810372061758,0.656592357765072,0.489718414236214,0.545925549427128,0.426498164888382
"s318",0.434926253470583,0.585478585600044,0.63680396822663,0.511328729026281,0.563805859108825,0.310167778066605
"s318",0.416064568456469,0.640425318664898,0.515931110391693,0.421569313761175,0.507007987254316,0.220684865179465
"s379",0.423207914326666,0.576629795761994,0.531908540419723,0.475316382064295,0.525452567218153,0.572262085491977
"s379",0.447336854065381,0.612265867680577,0.412996817813519,0.454207606487311,0.54383014672426,0.505318467969077
"s379",0.422732186403766,0.616913899542662,0.593505076078434,0.412427592448054,0.575568094901924,0.566384417588133
"s379",0.438472086885846,0.628670138817322,0.553759631870914,0.405069681630982,0.531198364706183,0.535702073660073
"s379",0.451578230668234,0.572187051099132,0.580774501906998,0.410041722197209,0.517382343912525,0.557618596261009
"s379",0.441075504332366,0.598325119812812,0.528029991485333,0.539378838720282,0.557132498123773,0.52556116589317
"s379",0.42391375782403,0.636214892771727,0.578195236181751,0.389044170806994,0.537011828580438,0.564156543056445
"s379",0.418184458530941,0.57995839772117,0.515096935413745,0.384179643149986,0.542486465637252,0.455017694662988
"s340",0.498038216352891,0.525441477889918,0.596457206376137,0.357749703338691,0.649195147302059,0.388532956858681
"s340",0.508904216731591,0.545586646394681,0.537144740568971,0.289340052052238,0.653088016209903,0.413901311957973
"s340",0.527371825923525,0.511702579821325,0.640499624987811,0.366917507141146,0.650798112200628,0.475089980309661
"s340",0.457079285702295,0.505774725751339,0.636937223877641,0.291486453496952,0.687771860575205,0.415751232449224
"s340",0.477691377585944,0.518090512644882,0.561550854876351,0.254101034521274,0.683350452621136,0.383097304804133
"s340",0.49937721822419,0.479661171767976,0.566017677610563,0.307949437737057,0.589763917282151,0.497058660312773
"s340",0.495891977034575,0.411884416798194,0.527229103648752,0.336120957345111,0.634763988617154,0.448126722471
"s340",0.471923756321335,0.493510166680919,0.555805011109595,0.288128872125651,0.671566644293046,0.425012774935709
"s209",0.46051862493089,0.380538839806751,0.526507996105517,0.690660375165553,0.488616020178276,0.482156972848341
"s209",0.422160028468713,0.422283808572439,0.502770754741761,0.723678534863181,0.461087411799668,0.611020201181456
"s209",0.443739994050884,0.367165449057039,0.569667870316058,0.631994600515348,0.475998018389519,0.571952869015149
"s209",0.427197731194361,0.414948224455874,0.534812285722703,0.656556999774381,0.439043418755838,0.582287950998077
"s209",0.4178849061767,0.339261987974753,0.491989747347512,0.743102410641645,0.454249990198959,0.522396538980013
"s209",0.399259573418504,0.335453750084772,0.461840401225266,0.697082054656712,0.501097545674162,0.658991610784397
"s209",0.400220790236715,0.416673444672962,0.519708203836159,0.812519576588129,0.475028386882055,0.621203095718929
"s209",0.458826052344153,0.365505071332148,0.534607832758482,0.729158407036048,0.462811561621905,0.509934614245888
"s385",0.470925220729464,0.585980587964891,0.787360389845509,0.297141120034797,0.453588294652074,0.723824710237416
"s385",0.428376212466091,0.529649941740409,0.814373996468064,0.312689572015215,0.424975803348171,0.76132028440058
"s385",0.485898893349088,0.592820414638994,0.808733214995304,0.360644949638121,0.463351893287616,0.683285140211668
"s385",0.457609008362225,0.536256433712521,0.786613150009764,0.338449249379067,0.470090762705426,0.784524497644771
"s385",0.482834521339356,0.573675658992505,0.730911122663387,0.313458415174774,0.474674622235324,0.722053270514786
"s385",0.482091914765232,0.520523016248178,0.741004627423021,0.319145972733549,0.439002781866023,0.762575896810466
"s385",0.470285928891902,0.539010307010396,0.750017596060558,0.348236619612669,0.44311449986034,0.719250223823031
"s385",0.494536871594319,0.587694045162646,0.70557441546975,0.31783707588406,0.43241774048961,0.681654677677944
"s409",0.548917620119741,0.616960377179188,0.641298253801931,0.320761949088962,0.520465768054499,0.454223453145472
"s409",0.541707446005101,0.660652780529017,0.591066758027156,0.330944585395191,0.580557811958834,0.428743753348643
"s409",0.583983204692672,0.58977010604771,0.638852844689417,0.333560493100405,0.550127963079149,0.47522956810999
"s409",0.52462355473719,0.631252367491165,0.641582532723343,0.520348030272274,0.506156621842147,0.453106706261508
"s409",0.550571097471841,0.614590752946476,0.631235124140987,0.342064685682396,0.544635220983792,0.490447191189991
"s409",0.559293184861524,0.634750221347582,0.588148627543739,0.388765566546813,0.557453462991912,0.387571688154251
"s409",0.548997359341624,0.593319924581163,0.537161497303125,0.349210884766506,0.517728082108539,0.388950973816218
"s409",0.541046887632358,0.630957344371247,0.620866260223386,0.339147396422884,0.560320760841546,0.493232433718365
"s240",0.51816654300542,0.304757908218032,0.433766369593698,0.414857380854128,0.679676720743044,0.497403347187431
"s240",0.576179227361386,0.339097282084873,0.594324964775197,0.485453651390199,0.65297955448297,0.563021958436468
"s240",0.51467512443706,0.279071620691511,0.457460982654376,0.4753916295122,0.667113278250875,0.542879001238002
"s240",0.521178420675828,0.307915262670099,0.469123264856625,0.445305279416675,0.648489807839888,0.429124676803339
"s240",0.508218466295468,0.331042624262064,0.525991740130019,0.470769174681899,0.682109818387554,0.522707521546863
"s240",0.519898716567062,0.284121338180665,0.508593590757662,0.442085427104918,0.664009204086642,0.462384880705138
"s240",0.521311427988327,0.356610970400174,0.507747522732771,0.51224494203764,0.649590756760717,0.558813844691464
"s240",0.515559036383017,0.304535421372722,0.450457239611583,0.457727189107404,0.665963698312938,0.506045335289506
"s274",0.479763346551806,0.562758737054675,0.49322261383863,0.56687029383533,0.398670055042257,0.17237057837147
"s274",0.448819969062703,0.591534266591337,0.543165231143227,0.545726469279915,0.397782004734597,0.175039361888156
"s274",0.501553292403472,0.565676000987476,0.616724502971441,0.531657458490107,0.408832921333913,0.244589869098359
"s274",0.466624894933931,0.499226728145717,0.600855725001877,0.605179487404085,0.449922027112374,0.313473949390052
"s274",0.452260379412653,0.528353269906705,0.549655214869836,0.604762439269927,0.40295602976924,0.283281675783486
"s274",0.473860128840475,0.551732316875794,0.557217657828311,0.610118510596703,0.365227501375142,0.291767574208212
"s274",0.484449802095815,0.528250690343122,0.556462175823275,0.642551882746224,0.364401996146417,0.390073444619977
"s274",0.451488546366506,0.55425824657563,0.595695414524016,0.604222192993969,0.379726944362019,0.25466038927493
"s270",0.478821312277992,0.47231464128393,0.729554611929654,0.795659721059469,0.636536256149574,0.349209672027596
"s270",0.4588204027133,0.436545981706163,0.740632471787169,0.836550110859263,0.64214625404389,0.346261882077105
"s270",0.446521169954101,0.443506845585563,0.725567508482427,0.80962628444998,0.635674446325036,0.391756586269311
"s270",0.459269957231489,0.478258968070404,0.687615366776306,0.791142763903684,0.670548461106774,0.305203613814511
"s270",0.446650483385621,0.448872474058953,0.65477915887217,0.899302707609112,0.659527326883923,0.308533364970785
"s270",0.465774747368346,0.467106126036705,0.678240169982804,0.734146924255746,0.62433113910989,0.296139493147255
"s270",0.491026355716327,0.450842127484537,0.745202278184382,0.715506782269629,0.647664137629195,0.353160406346906
"s270",0.451631437724263,0.410191049807936,0.760444226866196,0.741177960268914,0.650952249513744,0.270346833055488
"s263",0.460763708984565,0.474236116505721,0.407663128009993,0.588738637703759,0.630995338192176,0.334576735865518
"s263",0.451157826244641,0.47281892565714,0.373218298648105,0.540101260506533,0.634183628471319,0.22788896412158
"s263",0.414130730165386,0.384442026356118,0.350373559172175,0.536670634961115,0.663291562830546,0.338657187600291
"s263",0.444708696082963,0.435907973809165,0.421706739520683,0.547207200181209,0.630079825081946,0.270720564786389
"s263",0.4416888025432,0.555638366219162,0.303503458697888,0.559628564445503,0.647063735050836,0.377707685521668
"s263",0.444320277535007,0.452571910534183,0.444213727412501,0.524110581967487,0.690250845496491,0.338405501998675
"s263",0.446949758319797,0.452227652719803,0.342932413634644,0.486976439300006,0.669167751652182,0.336670102892955
"s263",0.444658307489426,0.51928218502043,0.393124884113965,0.525180059151695,0.638511348786455,0.293576180769584
"s278",0.392260243209165,0.398315918021533,0.497857969264009,0.631715630352051,0.684977176037439,0.393680353465411
"s278",0.333804806841457,0.447819546199705,0.429006577377677,0.655553346220234,0.67823445162759,0.458804433082139
"s278",0.389754632662175,0.465067413227736,0.481242165113056,0.734679353615504,0.67827826684233,0.513569968430248
"s278",0.41392807346863,0.421689937240249,0.582414327352447,0.620679519356645,0.696305898307144,0.525387236805151
"s278",0.378597250943445,0.460539712995988,0.491522652294503,0.645430058162535,0.688916288030345,0.534820457603051
"s278",0.341474331537815,0.420343065639211,0.455431641709856,0.673612602340917,0.71029066726519,0.565900476716327
"s278",0.375702353118305,0.395688592404136,0.556427773842274,0.621740072846702,0.676243026926292,0.536945424459915
"s278",0.374663470462812,0.380244713001348,0.544551032100826,0.597490529323726,0.720580979558,0.487651589492587
"s437",0.61958729185506,0.514340132969687,0.666629334875335,0.47365279496089,0.344454310607027,0.520166364686001
"s437",0.641179031987506,0.49637786379988,0.720709410750672,0.442515099225058,0.333121107187139,0.535392022794726
"s437",0.645620002685925,0.544739460744556,0.606809709139275,0.376823871440374,0.350428414150298,0.558773933198411
"s437",0.646273746907986,0.519163804033119,0.631509096007542,0.468305214487985,0.29713942100595,0.535637175416878
"s437",0.613057038508691,0.5364484455835,0.645851741826026,0.466398882567084,0.371380753185099,0.531946074344813
"s437",0.61156287753459,0.548757317133173,0.718154352042121,0.373802013217248,0.324351571697446,0.522011293116186
"s437",0.58322396910457,0.565502360485637,0.612602694178516,0.478739736947382,0.341693914329588,0.471204013133262
"s437",0.618861087038568,0.554554883984934,0.739211153994629,0.39369447855125,0.332926397689759,0.489507377466011
"s453",0.572746564633119,0.445741275613886,0.548024102588881,0.294512366124609,0.565190720508315,0.455590360347922
"s453",0.597779438395447,0.457576590158844,0.670788246813268,0.300285197368939,0.57545099463501,0.339746722941957
"s453",0.582793340825346,0.451139295181861,0.69193798086467,0.264485976795801,0.627615424601216,0.397200313233796
"s453",0.621011239407741,0.476344896607491,0.684698349357926,0.285837515921049,0.574534581501668,0.382253387032208
"s453",0.524851228331015,0.469948743076155,0.624702941101431,0.318607769948694,0.576965507628839,0.407255855310684
"s453",0.601340956139074,0.442657996446622,0.629365794514441,0.310152859954045,0.588845536283352,0.349693435395273
"s453",0.607514346841012,0.487986341166217,0.632283218697408,0.312672031242967,0.601102615720174,0.48346128529334
"s453",0.597224350279421,0.445177832978418,0.629933041078259,0.335585930105491,0.60298079718317,0.3484816908454
"s363",0.487353278518149,0.454363789085585,0.523378923872637,0.337191637925068,0.615040656892883,0.463481992147499
"s363",0.502982619292613,0.499849970978173,0.564645441396463,0.411306548206547,0.608907265059934,0.576008117820695
"s363",0.487804547408953,0.462243662875673,0.56845845148879,0.455520680885053,0.589282796372456,0.536479946300024
"s363",0.477285989511978,0.519382753362836,0.5218684785353,0.422492566005233,0.566647922277764,0.413430763453394
"s363",0.493184016371053,0.462735293321595,0.523969574075949,0.389983955448814,0.605450508696825,0.518950916052444
"s363",0.472544043140343,0.482525143794762,0.455734785097886,0.379396975271444,0.60344943967484,0.445898903705468
"s363",0.509084062097198,0.454027359683982,0.605760614197159,0.462530712766816,0.61999139647957,0.558922546022108
"s363",0.504084683441604,0.429629565998718,0.634761188634124,0.411819044846907,0.552893131767448,0.574699546163708
"s323",0.569464237474934,0.660534772599318,0.319900695985359,0.655894132017754,0.419311425178374,0.459682960916515
"s323",0.559170474873173,0.639221814614892,0.31936787446334,0.663956247876308,0.393966158870998,0.454166974517657
"s323",0.554489758381682,0.660524832098219,0.436147983661913,0.700986986615426,0.420632729121886,0.398283293890373
"s323",0.532570608603456,0.620055657061394,0.402051365131071,0.648551116534137,0.411241979556372,0.530175344188971
